code,name,category,department,price_php,price_band,colors,attributes,flag,page
FUR-002-64,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5040,mid-range,Black,{},,9
FUR-002-65,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5400,mid-range,Black,{},,9
FUR-002-66,"MIDBACK CHAIR (Fabric, Chrome Base, No Arms)",Office Chairs & Seating,Furniture,4060,mid-range,Black,{},,9
FUR-002-67,"MIDBACK CHAIR (Fabric, Chrome Base)",Office Chairs & Seating,Furniture,4240,mid-range,Black,{},,9
FUR-002-68,MIDBACK CHAIR (Black Leatherette),Office Chairs & Seating,Furniture,4840,mid-range,Black,"{""material"": ""Leather""}",,9
FUR-002-69,"MIDBACK CHAIR (Black Leatherette, No Arms)",Office Chairs & Seating,Furniture,4240,mid-range,Black,"{""material"": ""Leather""}",,9
FUR-002-70,"MIDBACK CHAIR (Black, Round Back, No Arms)",Office Chairs & Seating,Furniture,3600,mid-range,Black,{},,9
FUR-002-71,"MIDBACK CHAIR (Black Mesh Back, Black Base)",Office Chairs & Seating,Furniture,4130,mid-range,Black,{},,10
FUR-002-72,"MIDBACK CHAIR (Black Fabric, Black Base, No Arms)",Office Chairs & Seating,Furniture,6320,mid-range,Black,{},,10
FUR-002-73,"MIDBACK CHAIR (Black Mesh Back, Black Base)",Office Chairs & Seating,Furniture,6230,mid-range,Black,{},,10
FUR-002-74,"MIDBACK CHAIR (Black Mesh Back/Seat, Black Base)",Office Chairs & Seating,Furniture,5830,mid-range,Black,{},,10
FUR-002-75,"MIDBACK CHAIR (Black Mesh Back/Seat, Chrome Base)",Office Chairs & Seating,Furniture,6000,mid-range,Black,{},,10
FUR-002-76,"MIDBACK CHAIR (Black Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,4510,mid-range,Black,{},,10
FUR-002-77,"MIDBACK CHAIR (Black Mesh Back, Black Base)",Office Chairs & Seating,Furniture,6140,mid-range,Black,{},,10
FUR-002-78,"MIDBACK CHAIR (Mesh Back, Black Base)",Office Chairs & Seating,Furniture,7200,mid-range,Black,{},,10
FUR-002-79,"MIDBACK CHAIR (Black Fabric, Black Base)",Office Chairs & Seating,Furniture,6320,mid-range,Black,{},,10
FUR-002-80,"VISITORS CHAIR (Black, Highback Sled Base)",Office Chairs & Seating,Furniture,8570,mid-range,Black,{},,10
FUR-002-81,"VISITORS CHAIR (Black, Sled Base)",Office Chairs & Seating,Furniture,4600,mid-range,Black,{},,10
FUR-002-82,"VISITORS CHAIR (Black, Padded, Sled Base)",Office Chairs & Seating,Furniture,7200,mid-range,Black,{},,10
FUR-002-83,"VISITORS CHAIR (Black Mesh Back/Seat, Sled Base)",Office Chairs & Seating,Furniture,4510,mid-range,Black,{},,10
FUR-002-84,"VISITORS CHAIR (Black Mesh Back/Seat, Sled Base)",Office Chairs & Seating,Furniture,4420,mid-range,Black,{},,10
FUR-002-85,"VISITORS CHAIR (Black, Guest Chair)",Office Chairs & Seating,Furniture,3880,mid-range,Black,{},,10
FUR-002-86,"VISITORS CHAIR (Black, Padded, No Arms)",Office Chairs & Seating,Furniture,4060,mid-range,Black,{},,10
FUR-002-87,"VISITORS CHAIR (White, Padded, No Arms)",Office Chairs & Seating,Furniture,4060,mid-range,White,{},,10
FUR-002-88,"VISITORS CHAIR (Black, Fabric, 4-Leg)",Office Chairs & Seating,Furniture,3520,mid-range,Black,{},,10
FUR-002-89,"VISITORS CHAIR (Black, Sled Base, Tufted)",Office Chairs & Seating,Furniture,4240,mid-range,Black,{},,10
FUR-002-90,"VISITORS CHAIR (White, Sled Base, Tufted)",Office Chairs & Seating,Furniture,4240,mid-range,White,{},,10
FUR-002-91,"VISITORS CHAIR (Blue, Fabric, Arm Chair)",Office Chairs & Seating,Furniture,3520,mid-range,Blue,{},,10
FUR-002-92,"VISITORS CHAIR (Red/Black Mesh Back, Sled Base)",Office Chairs & Seating,Furniture,4870,mid-range,Red; Black,{},,10
FUR-002-93,"VISITORS CHAIR (Black/White Mesh Back, Sled Base)",Office Chairs & Seating,Furniture,4870,mid-range,Black; White,{},,10
FUR-002-94,"VISITORS CHAIR (Brown/Black Mesh Back, Sled Base)",Office Chairs & Seating,Furniture,4870,mid-range,Brown; Black,{},,10
FUR-002-95,"VISITORS CHAIR (Blue/Black Mesh Back, Sled Base)",Office Chairs & Seating,Furniture,4870,mid-range,Blue; Black,{},,10
FUR-002-96,"VISITORS CHAIR (Black Mesh Back/Seat, 4-Leg)",Office Chairs & Seating,Furniture,3880,mid-range,Black,{},,10
FUR-002-97,"VISITORS CHAIR (Black Mesh Back, White Sled Base)",Office Chairs & Seating,Furniture,4420,mid-range,Black; White Frame,{},,10
FUR-002-98,"Visitors Chair (black, 4-Leg)",Office Chairs & Seating,Furniture,3430,mid-range,Black,{},,10
FUR-002-99,"VISITORS CHAIR (Black Mesh Back/Seat, White Frame)",Office Chairs & Seating,Furniture,3970,mid-range,Black; White Frame,{},,10
FUR-002-100,BARSTOOL (Black Leatherette),Office Chairs & Seating,Furniture,3520,mid-range,Black,"{""material"": ""Leather""}",,7
FUR-002-101,BARSTOOL (White Leatherette),Office Chairs & Seating,Furniture,4240,mid-range,White,"{""material"": ""Leather""}",,7
FUR-002-102,BARSTOOL (Black Fabric),Office Chairs & Seating,Furniture,4240,mid-range,Black,{},,7
FUR-002-103,BARSTOOL (Brown Fabric),Office Chairs & Seating,Furniture,4240,mid-range,Brown,{},,7
FUR-002-104,BARSTOOL (Orange Fabric),Office Chairs & Seating,Furniture,5050,mid-range,Orange,{},,7
FUR-002-105,BARSTOOL (Blue Fabric),Office Chairs & Seating,Furniture,5050,mid-range,Blue,{},,7
FUR-002-106,"BARSTOOL (Mesh Back, Black Seat)",Office Chairs & Seating,Furniture,5320,mid-range,Black,{},,7
FUR-002-107,"BARSTOOL (Black Fabric, No Back)",Office Chairs & Seating,Furniture,3790,mid-range,Black,{},,7
FUR-002-108,"BARSTOOL (White Leatherette, Tufted)",Office Chairs & Seating,Furniture,5590,mid-range,White,"{""material"": ""Leather""}",,7
FUR-002-109,"BARSTOOL (Black Leatherette, Tufted)",Office Chairs & Seating,Furniture,5320,mid-range,Black,"{""material"": ""Leather""}",,7
FUR-002-110,"BARSTOOL (Black Leatherette, High Back)",Office Chairs & Seating,Furniture,5320,mid-range,Black,"{""material"": ""Leather""}",,8
FUR-002-111,"BARSTOOL (Black Fabric, Low Back)",Office Chairs & Seating,Furniture,4490,mid-range,Black,{},,8
FUR-002-112,"BARSTOOL (White Leatherette, Low Back)",Office Chairs & Seating,Furniture,3790,mid-range,White,"{""material"": ""Leather""}",,8
FUR-002-113,"STOOL CHAIR (Round, Leatherette, Chrome Base)",Office Chairs & Seating,Furniture,2980,mid-range,,"{""material"": ""Leather""}",,8
FUR-002-114,"STOOL CHAIR (Round, Mesh Seat, Chrome Base)",Office Chairs & Seating,Furniture,2530,mid-range,,{},,8
FUR-002-115,GANG CHAIRS (4 Seater),Office Chairs & Seating,Furniture,16200,premium,,{},,8
FUR-002-116,GANG CHAIRS (5 Seater),Office Chairs & Seating,Furniture,17100,premium,,{},,8
FUR-002-117,GANG CHAIRS (6 Seater),Office Chairs & Seating,Furniture,18000,premium,,{},,8
FUR-002-118,GANG CHAIRS (2 Seater),Office Chairs & Seating,Furniture,11730,premium,,{},,8
FUR-002-119,GANG CHAIRS (3 Seater),Office Chairs & Seating,Furniture,13530,premium,,{},,8
FUR-002-120,GANG CHAIRS (4 Seater),Office Chairs & Seating,Furniture,15330,premium,,{},,8
FUR-002-121,Gang Chairs W/INDIVIDUAL Arms (3 Seater),Office Chairs & Seating,Furniture,14160,premium,,{},,8
FUR-002-122,Gang Chairs W/INDIVIDUAL Arms (4 Seater),Office Chairs & Seating,Furniture,16380,premium,,{},,8
FUR-002-123,Gang Chairs W/INDIVIDUAL Arms (5 Seater),Office Chairs & Seating,Furniture,19800,premium,,{},,8
FUR-002-124,"GANG CHAIRS W/INDIVIDUAL ARMS (3 Seater, Perforated)",Office Chairs & Seating,Furniture,17770,premium,,{},,8
FUR-002-125,"GANG CHAIRS W/INDIVIDUAL ARMS (2 Seater, Perforated)",Office Chairs & Seating,Furniture,12910,premium,,{},,8
FUR-002-126,"GANG CHAIRS W/INDIVIDUAL ARMS (2 Seater, Perforated)",Office Chairs & Seating,Furniture,12910,premium,,{},,8
FUR-002-127,"GANG CHAIRS (5 Seater, No Arm Dividers)",Office Chairs & Seating,Furniture,19800,premium,,{},,8
FUR-002-128,"GANG CHAIRS (4 Seater, No Arm Dividers)",Office Chairs & Seating,Furniture,16380,premium,,{},,8
FUR-002-129,"GANG CHAIRS (3 Seater, No Arm Dividers)",Office Chairs & Seating,Furniture,14390,premium,,{},,8
FUR-002-130,"GANG CHAIRS (5 Seater, No Arm Dividers)",Office Chairs & Seating,Furniture,19800,premium,,{},,8
FUR-002-131,"GANG CHAIRS (4 Seater, No Arm Dividers)",Office Chairs & Seating,Furniture,16380,premium,,{},,8
FUR-002-132,"GANG CHAIRS (3 Seater, No Arm Dividers)",Office Chairs & Seating,Furniture,14390,premium,,{},,8
FUR-002-133,Gang Chairs W/ Cushion (4 Seater),Office Chairs & Seating,Furniture,25210,premium,,{},,8
FUR-002-134,Gang Chairs W/ Cushion (3 Seater),Office Chairs & Seating,Furniture,18000,premium,,{},,8
FUR-002-135,Gang Chairs W/ Cushion (4 Seater),Office Chairs & Seating,Furniture,20890,premium,,{},,8
FUR-002-136,NEW ITEM (Executive Chair),Office Chairs & Seating,Furniture,18940,premium,,{},,8
FUR-002-137,NEW ITEM (Highback Chair),Office Chairs & Seating,Furniture,10280,premium,,{},,8
FUR-002-138,NEW ITEM (Highback Chair),Office Chairs & Seating,Furniture,12610,premium,,{},,8
FUR-002-139,NEW ITEM (Midback Chair),Office Chairs & Seating,Furniture,10730,premium,,{},,8
FUR-002-140,NEW ITEM (Midback Chair),Office Chairs & Seating,Furniture,9650,mid-range,,{},,8
FUR-002-141,NEW ITEM (Midback Chair),Office Chairs & Seating,Furniture,11730,premium,,{},,8
FUR-002-142,NEW ITEM (Visitors Chair),Office Chairs & Seating,Furniture,5960,mid-range,,{},,8
FUR-002-143,NEW ITEM (Visitors Chair),Office Chairs & Seating,Furniture,5960,mid-range,,{},,8
FUR-002-144,NEW ITEM (Visitors Chair),Office Chairs & Seating,Furniture,6680,mid-range,,{},,8
FUR-001-01,Office Table W116xD57xH75 cm,Office Tables & Desks,Furniture,6100,mid-range,,{},,10
FUR-001-02,Office Table W115.9xD57xH75 cm,Office Tables & Desks,Furniture,5690,mid-range,,{},,10
FUR-001-03,Office Table W120xD60xH76 cm,Office Tables & Desks,Furniture,7470,mid-range,,{},,10
FUR-001-04,Office Table W100x60xH75 cm,Office Tables & Desks,Furniture,6950,mid-range,,{},,10
FUR-001-05,Office Table W120xD58xH75 cm,Office Tables & Desks,Furniture,6590,mid-range,,{},,10
FUR-001-06,Office Table W120xD60xH75 cm,Office Tables & Desks,Furniture,6050,mid-range,,{},,10
FUR-001-07,Office Table W120xD60xH75 cm,Office Tables & Desks,Furniture,8840,mid-range,,{},,10
FUR-001-08,Office Table W120xD60xH75 cm,Office Tables & Desks,Furniture,8840,mid-range,,{},,10
FUR-001-09,Office Table W120xD60xH75 cm,Office Tables & Desks,Furniture,8840,mid-range,,{},,10
FUR-001-10,Office Table W120xD60xH75 cm,Office Tables & Desks,Furniture,8840,mid-range,,{},,10
FUR-001-11,Office Table W120xD60xH75 cm,Office Tables & Desks,Furniture,9650,mid-range,,{},,11
FUR-001-12,Office Table W120xD60xH75 cm,Office Tables & Desks,Furniture,9650,mid-range,,{},,11
FUR-001-13,Office Table W120xD60xH75 cm,Office Tables & Desks,Furniture,9650,mid-range,,{},,11
FUR-001-14,Office Table W100xD50xH75 cm,Office Tables & Desks,Furniture,5690,mid-range,,{},,11
FUR-001-15,Office Table W64xD42xH84 cm,Office Tables & Desks,Furniture,3600,mid-range,,{},,11
FUR-001-16,Office Table W100xD50xH75 cm,Office Tables & Desks,Furniture,8750,mid-range,,{},,11
FUR-001-17,Office Table W60xD40xH112 cm,Office Tables & Desks,Furniture,3520,mid-range,,{},,11
FUR-001-18,Office Table W140x70xH75 cm,Office Tables & Desks,Furniture,9380,mid-range,,{},,11
FUR-001-19,Office Table W120x60xH75 cm,Office Tables & Desks,Furniture,9020,mid-range,,{},,11
FUR-001-20,Office Table W100xD50xH75 cm,Office Tables & Desks,Furniture,6950,mid-range,,{},,11
FUR-001-21,Office Table W120x60xH75 cm,Office Tables & Desks,Furniture,8750,mid-range,,{},,11
FUR-001-22,Office Table W80xD49xH76 cm,Office Tables & Desks,Furniture,5690,mid-range,,{},,11
FUR-001-23,Office Table W140 D70xH75 cm,Office Tables & Desks,Furniture,14320,premium,,{},,11
FUR-001-24,Office Table W120xD60xH76 cm,Office Tables & Desks,Furniture,8210,mid-range,,{},,11
FUR-001-25,Office Table W120xD60xH76 cm,Office Tables & Desks,Furniture,8660,mid-range,,{},,11
FUR-001-26,OFFICE TABLE W120xD60xH75 cm (*Wooden Mobile Pedestal Included),Office Tables & Desks,Furniture,10550,premium,,"{""material"": ""Wooden""}",,11
FUR-001-27,OFFICE TABLE W120xD60xH75 cm (*Wooden Mobile Pedestal Included),Office Tables & Desks,Furniture,10550,premium,,"{""material"": ""Wooden""}",,11
FUR-001-28,OFFICE TABLE W120xD60xH75 cm (*Wooden Mobile Pedestal Included),Office Tables & Desks,Furniture,10550,premium,,"{""material"": ""Wooden""}",,11
FUR-001-29,Office Table W120xD60xH75 cm,Office Tables & Desks,Furniture,15300,premium,,{},,11
FUR-001-30,Office Table W120xD60xH75 cm,Office Tables & Desks,Furniture,19050,premium,,{},,11
FUR-001-31,Office Table W140 D70xH75 cm,Office Tables & Desks,Furniture,10730,premium,,{},,11
FUR-001-32,"Office Table 120x60x75cm, Beechwood Top/Legs, 3 layer side Drawer, 1 Center drawer, Gauge 22, Powder Coated Metal",Office Tables & Desks,Furniture,17680,premium,Beechwood,"{""size"": ""120X60X75CM""}",,11
FUR-001-33,"Office Table 120x60x75cm, Light Gray Top/Legs, 3 layer side Drawer, Keyboard Tray, Gauge 22, Powder Coated Metal",Office Tables & Desks,Furniture,16770,premium,Light Gray,"{""size"": ""120X60X75CM""}",,11
FUR-001-34,"Office Table 120x60x75cm, Light Gray Top/Legs, 3 layer side Drawer, Gauge 22, Powder Coated Metal",Office Tables & Desks,Furniture,17140,premium,Light Gray,"{""size"": ""120X60X75CM""}",,11
FUR-001-35,FOLDABLE TABLE Beechwood W120xD40xH75 cm,Office Tables & Desks,Furniture,5050,mid-range,Beechwood,{},,11
FUR-001-36,FOLDABLE TABLE Beechwood W160xD40xH75 cm,Office Tables & Desks,Furniture,5690,mid-range,Beechwood,{},,11
FUR-001-37,FOLDABLE TABLE Beechwood W160xD60xH75 cm,Office Tables & Desks,Furniture,6410,mid-range,Beechwood,{},,11
FUR-001-38,FOLDABLE TABLE Beechwood W180xD40xH75 cm,Office Tables & Desks,Furniture,7130,mid-range,Beechwood,{},,11
FUR-001-39,FOLDABLE TABLE Light Gray W120xD40xH75 cm,Office Tables & Desks,Furniture,4600,mid-range,Light Gray,{},,11
FUR-001-40,FOLDABLE TABLE Light Gray W160xD40xH75 cm,Office Tables & Desks,Furniture,5400,mid-range,Light Gray,{},,11
FUR-001-41,FOLDABLE TABLE Light Gray W160xD60xH75 cm,Office Tables & Desks,Furniture,6230,mid-range,Light Gray,{},,11
FUR-001-42,FOLDABLE TABLE Light Gray W180xD40xH75 cm,Office Tables & Desks,Furniture,7040,mid-range,Light Gray,{},,11
FUR-001-43,FOLDABLE TABLE Light Gray W180xD60xH75 cm,Office Tables & Desks,Furniture,7580,mid-range,Light Gray,{},,11
FUR-001-44,Foldable Table W120xD40xH75 cm,Office Tables & Desks,Furniture,7130,mid-range,,{},,11
FUR-001-45,Foldable Table W160xD40xH75 cm,Office Tables & Desks,Furniture,8930,mid-range,,{},,11
FUR-001-46,Foldable Table W120xD40xH75 cm,Office Tables & Desks,Furniture,7130,mid-range,,{},,11
FUR-001-47,Foldable Table W160xD40xH75 cm,Office Tables & Desks,Furniture,8930,mid-range,,{},,11
FUR-001-48,CD L Shape Table w/ hanging drawer and mobile pedestal W140 D70xH75 cm,Office Tables & Desks,Furniture,29900,premium,Beige; Light Gray; Charcoal Gray; Beechwood; Light Gray; Beige,{},,11
FUR-001-49,CD L Shape Table w/ hanging drawer and mobile pedestal W150xD70xH75 cm,Office Tables & Desks,Furniture,30440,premium,Beige; Light Gray; Charcoal Gray; Beechwood; Light Gray; Beige,{},,11
FUR-001-50,CD L Shape Table w/ hanging drawer and mobile pedestal W160xD70xH75 cm,Office Tables & Desks,Furniture,30640,premium,Beige; Light Gray; Charcoal Gray; Beechwood; Light Gray; Beige,{},,11
FUR-001-51,CD L Shape Table w/ hanging drawer and mobile pedestal W180xD70xH75 cm,Office Tables & Desks,Furniture,32430,premium,Beige; Light Gray; Charcoal Gray; Beechwood; Light Gray; Beige,{},,11
FUR-001-52,CD L Shape Table W140 D70xH75 cm,Office Tables & Desks,Furniture,22690,premium,Beige; Light Gray; Charcoal Gray; Beechwood; Light Gray; Beige,{},,11
FUR-001-53,CD L Shape Table W150xD70xH75 cm,Office Tables & Desks,Furniture,23230,premium,Beige; Light Gray; Charcoal Gray; Beechwood; Light Gray; Beige,{},,11
FUR-001-54,CD L Shape Table W160 D70xH75 cm,Office Tables & Desks,Furniture,23430,premium,Beige; Light Gray; Charcoal Gray; Beechwood; Light Gray; Beige,{},,12
FUR-001-55,CD L Shape Table W180xD70xH75 cm,Office Tables & Desks,Furniture,25210,premium,Beige; Light Gray; Charcoal Gray; Beechwood; Light Gray; Beige,{},,12
FUR-001-56,CD L Shape Table with hanging drawer W140 D70xH75 cm,Office Tables & Desks,Furniture,26300,premium,Beige; Light Gray; Charcoal Gray; Beechwood; Light Gray; Beige,{},,12
FUR-001-57,CD L Shape Table with hanging drawer W150xD70xH75 cm,Office Tables & Desks,Furniture,26840,premium,Beige; Light Gray; Charcoal Gray; Beechwood; Light Gray; Beige,{},,12
FUR-001-58,CD L Shape Table with hanging drawer W160xD70xH75 cm,Office Tables & Desks,Furniture,27030,premium,Beige; Light Gray; Charcoal Gray; Beechwood; Light Gray; Beige,{},,12
FUR-001-59,CD L Shape Table with hanging drawer W180xD70xH75 cm,Office Tables & Desks,Furniture,28820,premium,Beige; Light Gray; Charcoal Gray; Beechwood; Light Gray; Beige,{},,12
FUR-001-60,Office Table W100xD70xH75 cm,Office Tables & Desks,Furniture,11350,premium,Light Gray; Beige top; beige; l.gray legs and modesty,{},,12
FUR-001-61,Office Table W120xD70xH75 cm/.,Office Tables & Desks,Furniture,12000,premium,Light Gray; Beige top; beige; l.gray legs and modesty,{},,12
FUR-001-62,Office Table W140 D70xH75 cm,Office Tables & Desks,Furniture,13080,premium,Light Gray; Beige top; beige; l.gray legs and modesty,{},,12
FUR-001-63,Office Table W150xD70xH75 cm,Office Tables & Desks,Furniture,14160,premium,Light Gray; Beige top; beige; l.gray legs and modesty,{},,12
FUR-001-64,Office Table W160xD70xH75 cm,Office Tables & Desks,Furniture,14340,premium,Light Gray; Beige top; beige; l.gray legs and modesty,{},,12
FUR-001-65,Office Table W180xD70xH75 cm,Office Tables & Desks,Furniture,15600,premium,Light Gray; Beige top; beige; l.gray legs and modesty,{},,12
FUR-001-66,Office Table W100xD70xH75 cm,Office Tables & Desks,Furniture,11350,premium,Beechwood top; beige; l.gray legs and modesty,{},,12
FUR-001-67,Office Table W120xD70xH75 cm/.,Office Tables & Desks,Furniture,12000,premium,Beechwood top; beige; l.gray legs and modesty,{},,12
FUR-001-68,Office Table W140 D70xH75 cm,Office Tables & Desks,Furniture,13080,premium,Beechwood top; beige; l.gray legs and modesty,{},,12
FUR-001-69,Office Table W150xD70xH75 cm,Office Tables & Desks,Furniture,14160,premium,Beechwood top; beige; l.gray legs and modesty,{},,12
FUR-001-70,Office Table W160xD70xH75 cm,Office Tables & Desks,Furniture,14340,premium,Beechwood top; beige; l.gray legs and modesty,{},,12
FUR-001-71,Office Table W180xD70xH75 cm,Office Tables & Desks,Furniture,15600,premium,Beechwood top; beige; l.gray legs and modesty,{},,12
FUR-001-72,FREESTANDING EXECUTIVE TABLE W140 D70xH75cm (2 Tone Finish Hazel Brown & Dark Gray),Office Tables & Desks,Furniture,16770,premium,Hazel Brown & Dark Gray,{},,12
FUR-001-73,Executive Table W120xD60xH75cm,Office Tables & Desks,Furniture,14250,premium,,{},,12
FUR-001-74,Executive Table W140xD60xH75cm,Office Tables & Desks,Furniture,15690,premium,,{},,12
FUR-001-75,Comfortable Executive Table W160xD80xH75cm (main) / W80xD40xH69cm (side),Office Tables & Desks,Furniture,30660,premium,,{},,12
FUR-001-76,Comfortable Executive Table W180xD80xH75cm (main) / W80xD40xH69cm (side),Office Tables & Desks,Furniture,32460,premium,,{},,12
FUR-001-77,EXECUTIVE TABLE W180xD80xH75cm (Main) / W80xD40xH69cm (Side) (2 Tone Finish Smoke Gray & Dark Gray),Office Tables & Desks,Furniture,32460,premium,Smoke Gray & Dark Gray,{},,12
FUR-001-78,EXECUTIVE TABLE W160xD80xH75cm (Main) / W80xD40xH69cm (Side) (2 Tone Finish Smoke Gray & Dark Gray),Office Tables & Desks,Furniture,30660,premium,Smoke Gray & Dark Gray,{},,12
FUR-001-79,EXECUTIVE TABLE W160cm D80cm H75cm (Main) / W184cm D50cmxH63cm (Side),Office Tables & Desks,Furniture,35200,premium,,{},,12
FUR-001-80,EXECUTIVE TABLE W180cm D80cm H75cm (Main) / W184cm D50cm H63cm (Side),Office Tables & Desks,Furniture,36740,premium,,{},,12
FUR-001-81,EXECUTIVE TABLE W180xD80xH75cm (Main) / W120xD40xH69cm (Side) (2 Tone Finish Hazel Brown & Dark Gray),Office Tables & Desks,Furniture,35170,premium,Hazel Brown & Dark Gray,{},,12
FUR-001-82,EXECUTIVE TABLE W160xD80xH75cm (Main) / W120xD40xH69cm (Side) (2 Tone Finish Hazel Brown & Dark Gray),Office Tables & Desks,Furniture,33360,premium,Hazel Brown & Dark Gray,{},,12
FUR-001-83,Executive Table Main TABLE:L160CM X W80CM X H76CM / Side Drawer: L120CM X W40CM X H55CM,Office Tables & Desks,Furniture,33910,premium,Brown and Gray,{},,12
FUR-001-84,Executive Table Main TABLE:L180CM X W80CM X H76CM / Side Drawer: L120CM X W40CM X H55CM,Office Tables & Desks,Furniture,35890,premium,Brown and Gray,{},,12
FUR-001-85,Executive table Main Table: W160xD80xH76 cm / Side Return: W80xD40xH75 cm,Office Tables & Desks,Furniture,33360,premium,,{},,12
FUR-001-86,L-Type Executive Table Main: 120cmx60cmx75cm / Side: 140cmx45cmx75cm,Office Tables & Desks,Furniture,11180,premium,,{},,12
FUR-001-87,EXECUTIVE TABLE W140 D70 H75cm (Main) / W120xD40xH69cm (Side) (2 Tone Finish / Oak Gray & Dark Gray),Office Tables & Desks,Furniture,19840,premium,Oak Gray & Dark Gray,"{""dimensions_cm"": ""140 x 70 x 75""}",,12
FUR-001-88,EXECUTIVE TABLE W140 D70 H75cm (Main) / W120xD40xH69cm (Side) (2 Tone Finish / Hazel Brown & Dark Gray),Office Tables & Desks,Furniture,19840,premium,Hazel Brown & Dark Gray,"{""dimensions_cm"": ""140 x 70 x 75""}",,12
FUR-001-89,EXECUTIVE TABLE W140 D70 H75cm (Main) / W120xD40xH69cm (Side) (2 Tone Finish / Oak Gray & Beige),Office Tables & Desks,Furniture,19840,premium,Oak Gray & Beige,"{""dimensions_cm"": ""140 x 70 x 75""}",,12
FUR-001-90,Glass Executive Table W180xD80xH75 cm,Office Tables & Desks,Furniture,35710,premium,Glass,{},,12
FUR-001-91,Glass Executive Table W160xD80xH75 cm,Office Tables & Desks,Furniture,32460,premium,Glass,{},,12
FUR-001-92,L Shape Glass Table 160cmx80cmx75cm,Office Tables & Desks,Furniture,39300,premium,Glass,{},,12
FUR-001-93,L Shape Glass Table 180cmx80cmx75cm,Office Tables & Desks,Furniture,40210,premium,Glass,{},,12
FUR-001-94,Conference Table W240xD120xH75cm,Office Tables & Desks,Furniture,18030,premium,,{},,12
FUR-001-95,Conference Table L240xW120xH75cm,Office Tables & Desks,Furniture,30300,premium,,{},,12
FUR-001-96,Conference Table L320xW120xH75cm,Office Tables & Desks,Furniture,38230,premium,,{},,12
FUR-001-97,Conference Table W320cm D120cm H75cm,Office Tables & Desks,Furniture,28060,premium,,{},,12
FUR-001-98,Conference Table W240cm D120cm H75cm,Office Tables & Desks,Furniture,23010,premium,,{},,12
FUR-001-99,Conference Table W200cm D120cm H75cm,Office Tables & Desks,Furniture,21370,premium,,{},,12
FUR-001-100,Conference Table W320cm D120cm H75cm,Office Tables & Desks,Furniture,36630,premium,,{},,10
FUR-001-101,Conference Table W240cm D120cm H75cm,Office Tables & Desks,Furniture,33910,premium,,{},,10
FUR-001-102,Conference Table W200cm D120cm H75cm,Office Tables & Desks,Furniture,28770,premium,,{},,10
FUR-001-103,"WORKSTATION 4 Seater Office Table w/ drawer W240cm D120cm H75cm (MDF Laminated, With Divider, 4 Fixed drawer w/ lock, Grommet Hole)",Office Tables & Desks,Furniture,46000,premium,,{},,10
FUR-001-104,"WORKSTATION 2 SEATER TABLE W120xD120xH75cm (Hazel Brown & Dark Gray, 2 Built-in Drawers w/ lock, Dark Gray Wood Divider)",Office Tables & Desks,Furniture,19750,premium,Hazel Brown & Dark Gray,{},,10
FUR-001-105,"WORKSTATION 4 SEATER TABLE W240xD120xH75cm (Hazel Brown & Dark Gray, 4 Built-in Drawers w/ lock, Dark Gray Wood Divider)",Office Tables & Desks,Furniture,28770,premium,Hazel Brown & Dark Gray,{},,10
FUR-001-106,"WORKSTATION 4 SEATER TABLE W240xD120xH75cm (Oak Gray Wood Top & White wood divider, Powder Coated Steel Legs)",Office Tables & Desks,Furniture,28770,premium,Oak Gray & White,"{""material"": ""Steel""}",,10
FUR-001-107,"WORKSTATION 4 Seater Office Table w/ mobile drawer W240cm D120cm H75cm (Oak Gray, Glass Divider, 4 Mobile drawer w/ lock, Metal Legs)",Office Tables & Desks,Furniture,46000,premium,Oak Gray (White Frame),{},,11
FUR-001-108,"WORKSTATION 4 Seater Office Table w/ mobile drawer W280cm D120cm H75cm (Oak Gray, Glass Divider, 4 Mobile drawer w/ lock, Metal Legs)",Office Tables & Desks,Furniture,50950,capital equipment,Oak Gray (White Frame),{},,11
FUR-001-109,"WORKSTATION 4 Seater Office Table w/ mobile drawer W240cm D120cm H75cm (Brown, Glass Divider, 4 Mobile drawer w/ lock, Metal Legs)",Office Tables & Desks,Furniture,46000,premium,Brown (Black Frame),{},,11
FUR-001-110,"WORKSTATION 4 Seater Office Table w/ mobile drawer W280cm D120cm H75cm (Brown, Glass Divider, 4 Mobile drawer w/ lock, Metal Legs)",Office Tables & Desks,Furniture,50950,capital equipment,Brown (Black Frame),{},,11
TND-001-01,Tanod Vest,Barangay Tanod Equipment,Security,450,budget,,{},,24
TND-001-02,Tanod CAP,Barangay Tanod Equipment,Security,410,budget,,{},,24
FLA-001-15,Flash LIGHT-511,Flashlights & Headlights,Equipment,170,budget,,{},duplicate_code_identical,3
FLA-001-13,Headlight,Flashlights & Headlights,Equipment,330,budget,,{},duplicate_code_conflict,3
FLA-001-14,Flash Light,Flashlights & Headlights,Equipment,280,budget,Black; Blue; Gold; Red; Green,{},duplicate_code_identical,3
MEG-001-08,Megaphone,Megaphones,Equipment,4510,mid-range,,{},duplicate_code_identical,3
TND-001-04,T Type Baton,Barangay Tanod Equipment,Security,280,budget,,{},,24
